,date,text
10,2020-05-06,hyundai mobis develop virtual engine sound system use electric car grill cover world virtual engine sound system speaker device sound exterior vehicle pedestrians grasp access access eco friendly car without noise order prevent environmentally friendly cars electric car dedicate virtual engine sound system unlike internal combustion front part completely clog hyundai mobis use components speaker develop new system conversion creative idea system develop hyundai mobis semi product form back grill cover front vehicle front vehicle consist actually actuator generate sound diaphragm propagate sound outside sound hyundai mobis able separate actuator use actuator grill cover grill cover use speaker s diaphragm effect attach back car front bumper obtain effect past year hyundai mobis file patent course apply level weight process lower weight level exist products successful reduce structure components level components simplify structure reduce structure lower price bracket house play role fix role devices also facilitate space expose outside grill since sound pressure loss sound pressure hyundai mobis add system add virtual engine well virtual engineer also function charge status notification etc vehicle line future autonomous drive order pedestrians able prepare progress operation direction process possible use speaker play music external activities camp wu hyundai mobis ivi product design vehicle evolve future car consumers become expensive emotional quality convenience safety performance accordance future exterior vehicle say expect interest much possible enjoy system enjoy content 
11,2020-05-06,hyundai mobis develop virtual engine sound system avas use electric car grill cover world accord hyundai mobis speakers generally compose actuators generate actual sound actuators new system new system new product improve efficiency performance attach grill back front grill cover improve efficiency performance new product lower weight level exist product size reduce half level components also reduce half components unlike previously attach inside tightly morphological electric car system explanation company grill cover expose outside directly sound efficient explanation company hyundai mobis efficient competitive sound policy spur much system get system listen famous artist make good engine sound collaboration famous artists hyundai mobis technology high competitive power also add function function virtual engine well virtual engine also feature directional symbol charge status notification sound environmentally friendly car without engine quiet even operation risk accident may noticeable country oblige mount avas eco friendly car new avas able see direction vehicle outside low speed drive possible scream direction vehicle hyundai mobis explain hyundai mobis explain hyundai mobis launch middle year hyundai mobis introduce patent hyundai mobis hyundai mobis kim tae woo ivi product design implementation acas say sound pressure loss sound quality distortion expect company s interest prepare future difference expect competitive company prepare future 
12,2020-05-06,hyundai mobis develop virtual engine sound system use electric car grill cover world virtual engine sound system avas acoustic vehicle alert sound speaker sound outside vehicle pedestrians grasp access eco friendly car unlike asd active sound design listen virtual engineons inside device possible hear engine sound outside prevent accidents outside hyundai mobis speaker grill form electric vehicles front electric car speaker use component speaker actuator drive device generate sound vibration plate propagate sound outside hyundai mobis actuator hybrid car mix engine motor back vehicle since hyundai mobis file patent past year hyundai mobis reduce weight level exist product compare development process simplify size components half level lower price advantageous clear sound pressure loss bracket house play role fix sound pressure loss scream grill cover attach outside exist form use hyundai mobis well virtual engineer sound direction direction direction also charge status charge status design implementation hyundai mobis kim tae woo evolve ivi product design higher expectations emotional quality say well seamless communication outside well seamless communication outside well high degree interest enjoy variety content vehicle hyundai mobis creative idea trap framework researchers variety new technologies ensure variety new technologies employees voluntarily provide creative development environments look lens apply toy work idea idea idea intelligent precursor improve function use lens apply toy apply toy 
13,2020-05-06,hyundai mobis develop virtual engine sound system use electric vehicle grill cover first time electric cars announce electric vehicles able cool engine able engine engine internal combustion gas gasoline diesel engine reason design form film modern mobis develop grill cover speaker diaphragm first world s first develop world engine electric car without motor operation sound motor operation sound pedestrians understand vehicle access engine sound system must equally equivalent speaker form speaker inside electric car hyundai mobis attach actuator actuator because sound actuator generate sound cover use speaker diaphragm weigh size exist product reduce half level hyundai mobis also lower hyundai mobis also add direction vehicle direction charge status also direction vehicle possible take advantage music play music external activity hyundai mobis file patent complete development new engine sound system hyundai mobis ivi product design implementation vehicle evolve future car consumers say continue interest prepare future car result expectations emotional quality convenience safety performance 
14,2020-05-06,hyundai mobis say avas develop virtual engine sound system use electric car grill cover avas speaker device sound outside vehicle pedestrians vehicle see pedestrians electric vehicle system mandate mount exist speaker mount inside vehicle new avas develop hyundai mobis new avas electric car grill cover act vibration plate speaker unlike internal combustion to end front part completely clog fact weight completely block level weight exist product description company lower size components half size components format form expect sound pressure loss sound quality distortion expect highly competitive engine sound also direction direction sound direction etc hyundai mobis explain hyundai mobis complete new avas year file new avas year 
15,2020-05-06,mobis reduce first system world s first system improve performance hyundai mobis succeed develop virtual engineer systems use electric car grill cover world hyundai mobis virtual engine conversion idea use speaker components speaker component create sound system unlike internal combustion engine engine cool engine flow engine drink engine room designate radiator grille hyundai mobis grill cover develop technology use speaker diaphragan addition motor operation tone electric cars sound quiet pedestrian must equally equally equal virtual engine snapshot pedestrians recognize vehicle access system mount system hyundai mobis attach actuator actuator generate sound cover use speaker diaphragm performance improve significantly time weight exist product level hyundai mobis particular especially system develop also virtual engineer sound well virtual engine also function direction charge status notification etc add direction vehicle pedestrians prepare movement etc time activity also write music speaker play music kim tae woo hyundai mobis ivi infotainment product design implementation ivi vehicle system enjoy variety content car well externally seamless communication outside say
16,2020-05-06,hyundai mobis develop virtual engine sound system use electric car grill cover first time electric cars fully clog unlike internal combustion tank hole front vehicle air inflow modern mobis hyundai mobis also develop new system transition cover component speaker hyundai mobis add virtual engine also function direction oriental signal order ensure direction vehicle line process travel time car possible use direction vehicle sound pedestrians prepare advance camp etc use speaker regenerate music external activity virtual engine sound system avas divide asd speaker device sound virtual engine speaker device sound outside vehicle outside vehicle access eco friendly car little noise grasp government quiet government order prevent accidents pedestrians commit mount virtual engine sound system hyundai mobis develop time system develop way locate front vehicle front vehicle locate inside vehicle speaker attach form speaker actual actualize actuator generate sound vibrator propagate sound outside hyundai mobis able separate actuator actuator attach grill cover utilize grill cover speaker s diaphragm engine motor case hybrid cars actuator attach back vehicle back vehicle hyundai mobis complete end year complete development new avas complete patent kim tae woo ivi products design addition expect lot people able enjoy variety content vehicle well exterior well exterior 
17,2020-05-06,hyundai mobis develop new concept virtual engine sound system technology develop hyundai mobis unlike internal combustionary intercalature grill cover electric car completely clog shape electric vehicle use component speaker implement system technology implement virtual engine sound world s first develop world virtual engine sound system avas acoustic vehicle alert sound virtual engine fun drive speaker device sound access eco friendly car divide asd active sound design government mandate mount virtual engine sound system prevent accidents pedestrians occur quietly hyundai mobis develop time system develop time finish speaker exist product mount inside vehicle form locate back grill cover front vehicle speaker compose actuator actually because actuarier generate sound actual sound hyundai mobis modern mobis actuator attach grill cover grill cover use diaphragm speaker vibration plate speaker case hybrid car mix engine motor actuator attach back vehicle back vehicle effect obtain result hyundai mobis file patent relation technology especially hyundai mobis reduce weight level technology development process technology development reduce size size exist product reduce size size simplify lower price lower price bracket house play role devices improve space utilization house addition also possible use exist grill cover unlike exist sound pressure sound kim tae woo hyundai mobis ivi product design future car evolve evolve consumers convenient expectation emotional quality safety performance expect lot businesses well system enjoy system accordance external smooth communication accordance future meanwhile hyundai mobis reflect creative ideas researchers secure variety new technologies variety new technologies mainly apply toy use sensor information rear lamp sensor vehicle give lens conversion sensor advance intelligent head lamps etc representative modern mobis officials operate idea bulletin board create creative development environment employees voluntarily present ideas employees propose excellent ideas monthly quarterly units also explain also support process able achieve award well idea actually implement actual implementation 
18,2020-05-06,hyundai mobis national leader hyundai mobis world s first electrician ev grille develop virtual engine consult system avas avas speaker device scream outside vehicle pedestrians grasp access fairy tale vehicle without noise distinguish asd virtual engine virtual engine virtual engine virtual engine virtual engine virtual engine fun government mandate avas mount prevent accidents pedestrian quiet ev unlike internal combustion modern mobis completely block hyundai mobis develop new system conversion creative ideas utilize cover speaker component use point avas system develop hyundai mobis develop vehicle form vehicle speaker partially attach back grill cover front part grill cover speaker largely divide compose actuators actually generate sound actuator propagate sound outside actual sound hyundai mobis separate actuator attach cover grill grill cover use diaphragm speaker ahead hybrid car hev actuator attach back vehicle back vehicle system apply achieve effect development year addition also add function notification directional symbols charge status notifications hyundai mobis successful development development process reduce size level exist product compare exist product simplify price lower price bracket house play role secure role devices easy secure space grill cover expose outside able score sound efficient hyundai mobis like policy spur much possible get efficient competitive sound system realistic artist collaboration famous artists make good engine sound hyundai mobis competitive situation competition finish vehicles meet part technology modern mobis distorter sound pressure sound quality competitive level competitiveness kim tae woo hyundai mobis ivi product design implementation vehicle evolve future vehicle consumers lot expectations emotional quality convenience safety performance meet seamless communication outside well seamless communication outside well system many company enjoy various content vehicle say expect
19,2020-05-06,hyundai mobis say virtual engine sound system eco friendly cars sound grill cover world s first develop world virtual engine sound system avas sound vehicle pedestrians grasp access eco friendly cars little noise electric cars speaker devices speaker devices governments mandate mount virtual engine sound system prevent accidents pedestrians occur environmentally friendly cars hyundai mobis develop hyundai mobis system develop vehicle unlike exist way attach speaker speaker put speaker front vehicle anti rich tube pierce grill electric vehicle use use completely clog grill speaker loud actuator sound generate sound compose diaphragm preach modern mobis play actuator draw actuator process avas weight reduce level exist product reduce level exist product structure simple price cheaper size weight price decrease performance high performance high speaker equip speaker inside tightly morphological electric car hyundai mobis s avas expose outside grille cover act speaker convey sound without loss sound hyundai mobis successfully develop end last year succeed develop new avas year hybrid car mix engine motor back front bumper attachment obtain effect electric vehicle camp camp external activity use speaker play music hyundai mobis kim tae woo ivi product design seamless communication outside well various vehicles look forward interest many company enjoy system enjoy content hyundai mobis reflect creative ideas researchers also aware lenticular lenses mainly apply toy mainly apply toy function rear lamp sensor information give stereoscopic conversion sensor information high end intelligent head lamps upgrade capacity vehicle typical hyundai mobis idea bulletin board also operate create creative development environment employees 
20,2020-05-06,hyundai mobis develop virtual engine sound system use electric car grill cover first time unlike internal combustion electric vehicle develop new system use speaker s components component speaker front part completely clog mobis add virtual engine also function direction direction direction direction charge status activity charge state etc use speaker external activity camp virtual engine sound system avas pedestrian speaker devices sound outside vehicle grasp order virtual engine asd active sound design virtual engine virtual engine fun drive system equip exist product mount inside vehicle form computer front vehicle locate back grill cover speaker compose actuator actually generate sound actuator generate sound hyundai mobis separate actuator actuator separate actuator attach actuator cover grill cover use level use lower weight level exist product reduce size level simplify structure simplify structure lower price hyundai mobis policy spur much secure sound system hyundai mobis kim tae woo ivi product design mount average number vehicles evolve future car consumers expensive emotional quality convenience safety performance well seamless communication outside well various vehicles say look forward interest many company enjoy system enjoy content 
21,2020-05-06,hyundai mobis spur development eco friendly cars develop virtual engine sound system use electric car grill cover world hyundai mobis say electric vehicle unlike internal combustion grille vehicle front vehicle air inflow front part fully clog form cover use component speaker component speaker well efficiency performance system well virtual engine well virtual engine well directional charge status notifications add function also possible take advantage grill cover camp speaker play grill virtual engine sound system avas virtual engine sound system avas violation environmentally friendly car s access pedestrian speaker devices divide asd active sound designations make virtual engine sound inside fun drive governments able comply mount virtual engine sound system prevent accidents accidents pedestrians may occur system develop hyundai mobis semi product form back grill cover back vehicle front vehicle form complete speakers speaker largely divide actuator actually generate sound modern mobis compose diaphragm propagate actuator separate actuator grill cover grill cover use vibration plate speaker case hybrid tea mix engine motor actuator attach back vehicle effect obtain effect past year hyundai mobis file patent patent process successful process lower weight level exist product reduce size half size components bracket house play role reduce structure reduce structure lower price fix role devices facilitate space unlike exist attach inside electric car system efficient sound pressure grill cover expose outside directly sound hyundai mobis spur much possible secure efficient competitive sound system policy listen good engine sound make good engine sound famous artist famous artist fierce difference competition modern mobis fierce situation technology modern mobis competitive highly evaluate modern mobis kim tae woo ivi product design mount evolve future car expect lot expectations emotional quality convenience safety performance seamless communication outside well various content vehicle look forward interest much enjoy system enjoy system hyundai mobis hand reflect creative ideas trap framework researchers rear lenticular lenses mainly apply toy advance intelligent head lamps upgrade lamp sensor information give lamp sensor information vehicle high end intelligent head lamp upgrade function typical hyundai mobis creative development environment create idea bulletin board create idea bulletin board also process able achieve excellent idea monthly quarterly annual basis monthly quarterly annual basis also process technicating idea actually implement idea 
22,2020-05-06, virtual engine sound system use first development grille cover speaker motor hyundai mobis announce hyundai mobis develop virtual engine sound system avas use electric car grill cover avas unlike internal combustion speaker devices sound outside vehicle pedestrians grasp outside vehicle multi country mandate avas mount prevent environmentally friendly pedestrians accidents advance prevent avas system develop time equip internal vehicles form complete speaker exist product locate front vehicle place back grill cover back vehicle speaker largely divide actuator generate sound actually generate sound actuator propagate sound outside actuator separate attach grill cover grill cover result structure utilize avas weight level speaker avas weight lower level exist product reduce size size exist product reduce components decline components simplify structure lower price easy secure bracket house play role fix hyundai mobis officials fully grill form unlike internal combustion intercourse unlike internal combustion intercausive unlike internal combustionary intercalation curiver component creative ideas avas develop hyundai mobis develop new system well virtual engineer well virtual engineer also function oriental hyperson charge status notification sound etc add future vehicle order pedestrians able make sound sound take advantage music external activities pedestrians prepare hyundai mobis policy spur new avas sales listen good engine sound technology highly competitive competition finish vehicles sound quality fierce situation fierce situations competition consumer s emotional part collaborate famous artists make analysis hyundai mobis kim tae woo hyundai mobis ivi product design vehicle evolve future car consumers become expensive emotional quality convenience safety performance outside vehicle look forward interest much possible enjoy system enjoy variety content hyundai mobis reflect creative ideas trap framework researchers employees voluntarily ideas create creative development environment present idea bulletin board idea bulletin board always operate rear lamp mainly apply toy lenticular lenses apply toy use sensor information rear lamp sensor information vehicle upgrade advance intelligent head lamps representative examples
23,2020-05-06,hyundai mobis work develop eco friendly cars develop virtual engine consendent avas acoustic vehicle alert sound use electric car grill cover world virtual engine snapshot system virtual engine sensitive system access access eco friendly cars little noise speaker devices sound outside vehicle grasp governments mandate mount virtual engine snap system prevent accidents pedestrians quiet hyundai mobis electric vehicles air inflow unlike hole grill front vehicle front part front part completely clog front part completely clog system develop new system conversion creative ideas utilize cover component speaker hyundai mobis develop time unlike exist product mount inside vehicle form finish speakers speaker set back grill cover front vehicle speaker actually compose actuators generate sound actuator spread sound separate actuator cover attach cover utilize grill cover diaphragm s diaphragm s diaphragm process reduce weight level exist product reduce size half level components also reduce half components simplify structure lower price unlike exist system mount interior devices bracket house play role secure role secure role secure role devices case hybrid tea mix engine motor actuator attach back vehicle case hybrid car mix engine motor apply effect back past year hyundai mobis file addition engine also possible add function direction direction direction charge status notification sound etc direction vehicle accordance future vehicle order pedestrians prepare pre action use speaker regenerate music external activities camp kim tae woo hyundai mobis ivi product design future car evolve efficient vehicles evolve consumers emotional say lot expectations quality advance system enjoy variety content vehicle well outside market accordance future 
24,2020-05-06,hyundai mobis develop virtual engine sound system use electric car grill cover world virtual engine sound system avas acoustic vehicle alert sound speaker sound outside vehicle pedestrians grasp access eco friendly car unlike asd active sound design listen virtual engineons inside device possible hear engine sound outside prevent accidents outside hyundai mobis speaker grill form electric vehicles front electric car speaker use component speaker actuator drive device generate sound vibration plate propagate sound outside hyundai mobis actuator hybrid car mix engine motor back vehicle since hyundai mobis file patent past year hyundai mobis reduce weight level exist product compare development process simplify size components half level lower price advantageous clear sound pressure loss bracket house play role fix sound pressure loss scream grill cover attach outside exist form use hyundai mobis well virtual engineer sound direction direction direction also charge status charge status design implementation hyundai mobis kim tae woo evolve ivi product design higher expectations emotional quality say well seamless communication outside well seamless communication outside well high degree interest enjoy variety content vehicle hyundai mobis creative idea trap framework researchers variety new technologies ensure variety new technologies employees voluntarily provide creative development environments look lens apply toy work idea idea idea intelligent precursor improve function use lens apply toy apply toy 
25,2020-05-06,kyobo securities raise target price samsung sdi raise target price win buy hold purchase buy result consensus decrease operate profit decline million win consensus decrease period cost consensus due installation ess fire safety devices analyze difficult carry total number major cells due ev sales growth difficult circumstances ev battery sales growth continue due reflect customer order sales growth second half year year connection sales sales operate profit respectively 
26,2020-05-06,ssangyong motor member midnight sport utility vehicle suv electric vehicles line indian mahindra group mosquito india mahindra group raw material line plan launch new car accord industry ssangyong motor establish plan release medium suv project name j electric car next year first half year industry two model new car development fund regardless whether invest mahindra explain ssangyong motor medium sized suv lineup empty j release expand lineup medium suv electric car suv lineup ssangyong motor current ssangyong motor s suv lineup compose ssangyong motor release medium suv year year ssangyong motor completely new platform completely new platform completely new platform completely new platform compete cheap taipei sorento qm individual officials develop jam suv medium suvs develop level suv explain rational price wide range indoors concept car release geneva motor show last year xavl prediction base first mid sized suv electric vehicle launch korea also ruin ssangyong motor officials plan give medium suv electric cars first half year work closely battery providers make rechargeable drive distance ssangyong motor explain new electric car expect reproduce glory tivoli pioneer small suv market rebound next year ssangyong ssangyong motor come back year short term deposit size billion win mahindra actually withdraw new investment plan mahida emergency operate profile decision financial status ssangyong motor uncompromising financial status ssangyong motor difficult pay borrow debt ratio ssangyong motor deteriorate level immediately company s regeneration proceed hand worse year quarter sales decline decline period decrease period however maturity repayment moon industrial bank loan matter year 
27,2020-05-06,hyundai mobis develop virtual engine sound system use electric car grill cover first time electric cars form electric vehicle unlike internal combustion tank hole front vehicle air influx front part completely clog hyundai mobis develop transition idea use speaker s components hyundai mobis add efficiency performance system well virtual engine well virtual engine well directions charge status notifications order ensure progress vehicle direction vehicle possible use travelers advance prevent travel direction vehicle virtual engine allow pedestrians prepare pre action sound system avas acoustic vehicle alert sound divide asd active sound designations make virtual engine sound speaker device sound environmentally friendly approach outside vehicle access eco friendly car able grasp access pedestrians governments mandate mount virtual engine sound system prevent accidents pedestrians may arise hyundai mobis develop time system develop time exist product mount inside vehicle form complete speakers locate back grill cover back grill cover speaker compose largely divide actuator diaphragm actually generate sound diaphragm spread sound outside hyundai mobis separate actuator attach actuator cover grill cover case hybrid cars use diaphragm hybrid car mix motor actuator attach back vehicle back vehicle effect obtain patent apply achievement past year hyundai mobis file course succeed lower weight level exist product reduce size level size components simplify structure bracket house lower devices facilitate space devices also possible secure space interior whole also attach inside tightly sound pressure sound pressure sound pressure loss hyundai mobis policy spur much possible take efficient competitive sound system policy collaborate famous artists make good engine sound hyundai mobis distortion sound pressure fierce situation competition finish car makers meet technology modern mobis without distortion sound quality competitive level kim tae woo hyundai mobis ivi product design average construction hyundai mobis ivi products result lot expectations emotional quality performance expect lot businesses well system enjoy system enjoy variety content case well future meanwhile hyundai mobis work creative development environment employees voluntarily present idea creative development environments well award employee propose excellent idea monthly quarterly annual unit well idea also support process technicating possible 
